titulo,empresa,descripcion,fecha,tecnologias,link
Ingeniero telecomunicaciones/informática,Indra Sistemas,"BUSCAMOS INGENIEROS DE TELECOMUNICACIONES/ INFORMÁTICA/ SOFTWARE/ COMPUTADORES/ INDUSTRIALES PARA NUESTRAS ÁREAS DE TRANSPORTE Y DEFENSA, DONDE SE BUSCAN PERFILES ORIENTADOS...Cc++Java",,"C, c++, Java",https://www.tecnoempleo.com/ingeniero-telecomunicaciones-informatica-madrid/c-c-java/rf-b2a1wec96ga1ed074au4
Ingeniero para SW de guerra electrónica,Indra Sistemas,"Dentro del sector de Defensa de la compañía, buscamos un ingeniero para llevar a cabo el desarrollo software de un sistema de guerra electrónica para aviones de combate.

...CC++ADA",,"C, C++, ADA",https://www.tecnoempleo.com/ingeniero-para-sw-de-guerra-electronica-madrid/c-c-ada/rf-786cwa7c3w6d6k34c2qa
Beca Ingeniería para Defensa y Seguridad,Indra Sistemas,"Buscamos estudiantes del grado o máster de Ingeniería (telecomunicaciones, informática, del software, de computadores/ industrial) para dar soporte transversal a ...Visual BasicAccess",,"Visual Basic, Access",https://www.tecnoempleo.com/beca-ingenieria-para-defensa-seguridad-madrid/visual-basic-access/rf-b4a6h5a7308f3cb531x5
Beca/Prácticas Desarrollo Software,Indra Sistemas,"Hay distintas oportunidades laborales en mercados como tecnología y gestión del producto, programas europeos de tráfico aéreo, defensa, etc...dónde se buscan perfiles ...cc++java",,"c, c++, java",https://www.tecnoempleo.com/beca-practicas-desarrollo-software-madrid/c-c-java/rf-230f4b7efaf365beac86
Consultor técnico IVR/VXML,Indra Sistemas,"Desde la nueva división digital de Indra, MINSAIT, estamos buscando para plantilla un profesional con experiencia mínimo 2 años o más dedicados a realizar proyectos de ...IVRAvayaGenesys",,"IVR, Avaya, Genesys",https://www.tecnoempleo.com/consultor-tecnico-ivr-vxml-madrid/ivr-avaya-genesys-vxml/rf-bf3c0dd9ch833f1f5cz1
Administrador Sistemas Linux,Stratio,"En Stratio buscamos un Administrador de Sistemas Linux, con experiencia en Ansible, Puppet o Chef, contenedores docker y scripting en Python.  
Si eres una persona proactiva...linuxdockeransible",,"linux, docker, ansible",https://www.tecnoempleo.com/administrador-sistemas-linux-madrid/linux-docker-ansible-python/rf-7cf7oaf68796cz4b2as0
Desarrolladores Java,Stratio,"Desde StratioBD estamos seleccionando Desarrolladores Java con experiencia en Spring Boot y Microservicios, para formar parte de proyecto en nuestras oficinas. 

¿Qué ...javaspring bootSpring Cloud",,"java, spring boot, Spring Cloud",https://www.tecnoempleo.com/desarrolladores-java-madrid/java-spring-boot-spring-cloud/rf-b935nda87na80d1a1eh1
Arquitecto Fullstack,Stratio,"Experiencia de al menos 4 años realizando diseño de arquitectura y soluciones fullstack con JEE
Experiencia previa con herramientas Weblogic  y Wclipse
Experiencia con ...jeejavaoracle",,"jee, java, oracle",https://www.tecnoempleo.com/arquitecto-fullstack-madrid/jee-java-oracle-weblogic-eclipse/rf-c5a0n1a8a1be4i0ba92d
Spark Engineer,Stratio,"Más de 3 años de experiencia demostrable en desarrollo de sistemas de backend
• Muy buenos conocimientos de arquitectura y programación (best-practices): unit testing, ...SparkHadoopCassandra",,"Spark, Hadoop, Cassandra",https://www.tecnoempleo.com/spark-engineer-madrid/spark-hadoop-cassandra-mongo-db-hbase/rf-5756uf6581d48v88fbud
Arquitecto Big Data,Stratio,"Arquitectura Big Data y bases de dato NoSQL. Postgre, cassandra, mongo etc... 
Capacidad de crear documentos de arquitectura de sistemas distribuidos. 
Experiencia en grandes ...ScalaSparkHadoop",,"Scala, Spark, Hadoop",https://www.tecnoempleo.com/arquitecto-big-data-madrid/scala-spark-hadoop-mapreduce-nosql-postgresql-c/rf-edfbmbcaec97985a89j1
FP Superior Informática - AI,Indra Sistemas,Se buscan recién graduados en el FP superior de Informática con interés en desarrollarse en el lenguaje python en un proyecto de inteligencia artificial...pythonpowershellautomatismos,,"python, powershell, automatismos",https://www.tecnoempleo.com/fp-superior-informatica-ai-madrid/python-powershell-automatismos/rf-7bfdi0c505023v613f21
Desarrollo de  Software,Indra Sistemas,Buscamos perfiles Junior para el mercado de transportes con interés en desarrollarse en el campo de la programación...JAVAC++HTML,,"JAVA, C++, HTML",https://www.tecnoempleo.com/desarrollo-software-madrid/java-c-html/rf-5e7ab8faf4140wc532re
FP Superior Elecctrónica- JAVA,Indra Sistemas,Buscamos recién graduados en el FP Superior en Electrónica o en el FP Superior de Informática con interés en el campo de la programación...JAVACC++,,"JAVA, C, C++",https://www.tecnoempleo.com/fp-superior-elecctronica-java-madrid/java-c-c/rf-78a86486065a5m9d98x3
FP Automatización y Robótica Industrial,Indra Sistemas,"Buscamos un técnico superior de Automatizacion y Robotica para el área de Transporte y Defensa de la compañía.
Se requiere inglés B1 alto...robótica",,robótica,https://www.tecnoempleo.com/fp-automatizacion-robotica-industrial-madrid/robotica/rf-93e0n9f4221546a464qe
Junior Android,Indra Sistemas,- Buscamos perfiles con experiencia en Android con al menos 6 meses-  1año de experiencia para iniciarse en nuestros proyectos...android,,android,https://www.tecnoempleo.com/junior-android-madrid/android/rf-2184804ecu754e9b94qf
Beca Ingeniería para sistemas radar,Indra Sistemas,"Perfil buscado: Estudiante de ingeniería (industrial, telecomunicaciones, informática, del software, de computadores).

Dentro del sector de tecnología y gestión de ...Cc++",,"C, c++",https://www.tecnoempleo.com/beca-ingenieria-para-sistemas-radar-madrid/c-c/rf-ab9dl93cfgb32ebbdej3
Ingeniero telecomunicaciones/informática,Indra Sistemas,"BUSCAMOS INGENIEROS DE TELECOMUNICACIONES/ INFORMÁTICA/ SOFTWARE/ COMPUTADORES/ INDUSTRIALES PARA NUESTRAS ÁREAS DE TRANSPORTE Y DEFENSA, DONDE SE BUSCAN PERFILES ORIENTADOS...Cc++Java",,"C, c++, Java",https://www.tecnoempleo.com/ingeniero-telecomunicaciones-informatica-madrid/c-c-java/rf-b2a1wec96ga1ed074au4
Ingeniero para SW de guerra electrónica,Indra Sistemas,"Dentro del sector de Defensa de la compañía, buscamos un ingeniero para llevar a cabo el desarrollo software de un sistema de guerra electrónica para aviones de combate.

...CC++ADA",,"C, C++, ADA",https://www.tecnoempleo.com/ingeniero-para-sw-de-guerra-electronica-madrid/c-c-ada/rf-786cwa7c3w6d6k34c2qa
Beca Ingeniería para Defensa y Seguridad,Indra Sistemas,"Buscamos estudiantes del grado o máster de Ingeniería (telecomunicaciones, informática, del software, de computadores/ industrial) para dar soporte transversal a ...Visual BasicAccess",,"Visual Basic, Access",https://www.tecnoempleo.com/beca-ingenieria-para-defensa-seguridad-madrid/visual-basic-access/rf-b4a6h5a7308f3cb531x5
Beca/Prácticas Desarrollo Software,Indra Sistemas,"Hay distintas oportunidades laborales en mercados como tecnología y gestión del producto, programas europeos de tráfico aéreo, defensa, etc...dónde se buscan perfiles ...cc++java",,"c, c++, java",https://www.tecnoempleo.com/beca-practicas-desarrollo-software-madrid/c-c-java/rf-230f4b7efaf365beac86
Consultor técnico IVR/VXML,Indra Sistemas,"Desde la nueva división digital de Indra, MINSAIT, estamos buscando para plantilla un profesional con experiencia mínimo 2 años o más dedicados a realizar proyectos de ...IVRAvayaGenesys",,"IVR, Avaya, Genesys",https://www.tecnoempleo.com/consultor-tecnico-ivr-vxml-madrid/ivr-avaya-genesys-vxml/rf-bf3c0dd9ch833f1f5cz1
Administrador Sistemas Linux,Stratio,"En Stratio buscamos un Administrador de Sistemas Linux, con experiencia en Ansible, Puppet o Chef, contenedores docker y scripting en Python.  
Si eres una persona proactiva...linuxdockeransible",,"linux, docker, ansible",https://www.tecnoempleo.com/administrador-sistemas-linux-madrid/linux-docker-ansible-python/rf-7cf7oaf68796cz4b2as0
Desarrolladores Java,Stratio,"Desde StratioBD estamos seleccionando Desarrolladores Java con experiencia en Spring Boot y Microservicios, para formar parte de proyecto en nuestras oficinas. 

¿Qué ...javaspring bootSpring Cloud",,"java, spring boot, Spring Cloud",https://www.tecnoempleo.com/desarrolladores-java-madrid/java-spring-boot-spring-cloud/rf-b935nda87na80d1a1eh1
Arquitecto Fullstack,Stratio,"Experiencia de al menos 4 años realizando diseño de arquitectura y soluciones fullstack con JEE
Experiencia previa con herramientas Weblogic  y Wclipse
Experiencia con ...jeejavaoracle",,"jee, java, oracle",https://www.tecnoempleo.com/arquitecto-fullstack-madrid/jee-java-oracle-weblogic-eclipse/rf-c5a0n1a8a1be4i0ba92d
Spark Engineer,Stratio,"Más de 3 años de experiencia demostrable en desarrollo de sistemas de backend
• Muy buenos conocimientos de arquitectura y programación (best-practices): unit testing, ...SparkHadoopCassandra",,"Spark, Hadoop, Cassandra",https://www.tecnoempleo.com/spark-engineer-madrid/spark-hadoop-cassandra-mongo-db-hbase/rf-5756uf6581d48v88fbud
Arquitecto Big Data,Stratio,"Arquitectura Big Data y bases de dato NoSQL. Postgre, cassandra, mongo etc... 
Capacidad de crear documentos de arquitectura de sistemas distribuidos. 
Experiencia en grandes ...ScalaSparkHadoop",,"Scala, Spark, Hadoop",https://www.tecnoempleo.com/arquitecto-big-data-madrid/scala-spark-hadoop-mapreduce-nosql-postgresql-c/rf-edfbmbcaec97985a89j1
FP Superior Informática - AI,Indra Sistemas,Se buscan recién graduados en el FP superior de Informática con interés en desarrollarse en el lenguaje python en un proyecto de inteligencia artificial...pythonpowershellautomatismos,,"python, powershell, automatismos",https://www.tecnoempleo.com/fp-superior-informatica-ai-madrid/python-powershell-automatismos/rf-7bfdi0c505023v613f21
Desarrollo de  Software,Indra Sistemas,Buscamos perfiles Junior para el mercado de transportes con interés en desarrollarse en el campo de la programación...JAVAC++HTML,,"JAVA, C++, HTML",https://www.tecnoempleo.com/desarrollo-software-madrid/java-c-html/rf-5e7ab8faf4140wc532re
FP Superior Elecctrónica- JAVA,Indra Sistemas,Buscamos recién graduados en el FP Superior en Electrónica o en el FP Superior de Informática con interés en el campo de la programación...JAVACC++,,"JAVA, C, C++",https://www.tecnoempleo.com/fp-superior-elecctronica-java-madrid/java-c-c/rf-78a86486065a5m9d98x3
FP Automatización y Robótica Industrial,Indra Sistemas,"Buscamos un técnico superior de Automatizacion y Robotica para el área de Transporte y Defensa de la compañía.
Se requiere inglés B1 alto...robótica",,robótica,https://www.tecnoempleo.com/fp-automatizacion-robotica-industrial-madrid/robotica/rf-93e0n9f4221546a464qe
Junior Android,Indra Sistemas,- Buscamos perfiles con experiencia en Android con al menos 6 meses-  1año de experiencia para iniciarse en nuestros proyectos...android,,android,https://www.tecnoempleo.com/junior-android-madrid/android/rf-2184804ecu754e9b94qf
Beca Ingeniería para sistemas radar,Indra Sistemas,"Perfil buscado: Estudiante de ingeniería (industrial, telecomunicaciones, informática, del software, de computadores).

Dentro del sector de tecnología y gestión de ...Cc++",,"C, c++",https://www.tecnoempleo.com/beca-ingenieria-para-sistemas-radar-madrid/c-c/rf-ab9dl93cfgb32ebbdej3
Ingeniero telecomunicaciones/informática,Indra Sistemas,"BUSCAMOS INGENIEROS DE TELECOMUNICACIONES/ INFORMÁTICA/ SOFTWARE/ COMPUTADORES/ INDUSTRIALES PARA NUESTRAS ÁREAS DE TRANSPORTE Y DEFENSA, DONDE SE BUSCAN PERFILES ORIENTADOS...Cc++Java",,"C, c++, Java",https://www.tecnoempleo.com/ingeniero-telecomunicaciones-informatica-madrid/c-c-java/rf-b2a1wec96ga1ed074au4
Ingeniero para SW de guerra electrónica,Indra Sistemas,"Dentro del sector de Defensa de la compañía, buscamos un ingeniero para llevar a cabo el desarrollo software de un sistema de guerra electrónica para aviones de combate.

...CC++ADA",,"C, C++, ADA",https://www.tecnoempleo.com/ingeniero-para-sw-de-guerra-electronica-madrid/c-c-ada/rf-786cwa7c3w6d6k34c2qa
Beca Ingeniería para Defensa y Seguridad,Indra Sistemas,"Buscamos estudiantes del grado o máster de Ingeniería (telecomunicaciones, informática, del software, de computadores/ industrial) para dar soporte transversal a ...Visual BasicAccess",,"Visual Basic, Access",https://www.tecnoempleo.com/beca-ingenieria-para-defensa-seguridad-madrid/visual-basic-access/rf-b4a6h5a7308f3cb531x5
Beca/Prácticas Desarrollo Software,Indra Sistemas,"Hay distintas oportunidades laborales en mercados como tecnología y gestión del producto, programas europeos de tráfico aéreo, defensa, etc...dónde se buscan perfiles ...cc++java",,"c, c++, java",https://www.tecnoempleo.com/beca-practicas-desarrollo-software-madrid/c-c-java/rf-230f4b7efaf365beac86
Consultor técnico IVR/VXML,Indra Sistemas,"Desde la nueva división digital de Indra, MINSAIT, estamos buscando para plantilla un profesional con experiencia mínimo 2 años o más dedicados a realizar proyectos de ...IVRAvayaGenesys",,"IVR, Avaya, Genesys",https://www.tecnoempleo.com/consultor-tecnico-ivr-vxml-madrid/ivr-avaya-genesys-vxml/rf-bf3c0dd9ch833f1f5cz1
Administrador Sistemas Linux,Stratio,"En Stratio buscamos un Administrador de Sistemas Linux, con experiencia en Ansible, Puppet o Chef, contenedores docker y scripting en Python.  
Si eres una persona proactiva...linuxdockeransible",,"linux, docker, ansible",https://www.tecnoempleo.com/administrador-sistemas-linux-madrid/linux-docker-ansible-python/rf-7cf7oaf68796cz4b2as0
Desarrolladores Java,Stratio,"Desde StratioBD estamos seleccionando Desarrolladores Java con experiencia en Spring Boot y Microservicios, para formar parte de proyecto en nuestras oficinas. 

¿Qué ...javaspring bootSpring Cloud",,"java, spring boot, Spring Cloud",https://www.tecnoempleo.com/desarrolladores-java-madrid/java-spring-boot-spring-cloud/rf-b935nda87na80d1a1eh1
Arquitecto Fullstack,Stratio,"Experiencia de al menos 4 años realizando diseño de arquitectura y soluciones fullstack con JEE
Experiencia previa con herramientas Weblogic  y Wclipse
Experiencia con ...jeejavaoracle",,"jee, java, oracle",https://www.tecnoempleo.com/arquitecto-fullstack-madrid/jee-java-oracle-weblogic-eclipse/rf-c5a0n1a8a1be4i0ba92d
Spark Engineer,Stratio,"Más de 3 años de experiencia demostrable en desarrollo de sistemas de backend
• Muy buenos conocimientos de arquitectura y programación (best-practices): unit testing, ...SparkHadoopCassandra",,"Spark, Hadoop, Cassandra",https://www.tecnoempleo.com/spark-engineer-madrid/spark-hadoop-cassandra-mongo-db-hbase/rf-5756uf6581d48v88fbud
Arquitecto Big Data,Stratio,"Arquitectura Big Data y bases de dato NoSQL. Postgre, cassandra, mongo etc... 
Capacidad de crear documentos de arquitectura de sistemas distribuidos. 
Experiencia en grandes ...ScalaSparkHadoop",,"Scala, Spark, Hadoop",https://www.tecnoempleo.com/arquitecto-big-data-madrid/scala-spark-hadoop-mapreduce-nosql-postgresql-c/rf-edfbmbcaec97985a89j1
FP Superior Informática - AI,Indra Sistemas,Se buscan recién graduados en el FP superior de Informática con interés en desarrollarse en el lenguaje python en un proyecto de inteligencia artificial...pythonpowershellautomatismos,,"python, powershell, automatismos",https://www.tecnoempleo.com/fp-superior-informatica-ai-madrid/python-powershell-automatismos/rf-7bfdi0c505023v613f21
Desarrollo de  Software,Indra Sistemas,Buscamos perfiles Junior para el mercado de transportes con interés en desarrollarse en el campo de la programación...JAVAC++HTML,,"JAVA, C++, HTML",https://www.tecnoempleo.com/desarrollo-software-madrid/java-c-html/rf-5e7ab8faf4140wc532re
FP Superior Elecctrónica- JAVA,Indra Sistemas,Buscamos recién graduados en el FP Superior en Electrónica o en el FP Superior de Informática con interés en el campo de la programación...JAVACC++,,"JAVA, C, C++",https://www.tecnoempleo.com/fp-superior-elecctronica-java-madrid/java-c-c/rf-78a86486065a5m9d98x3
FP Automatización y Robótica Industrial,Indra Sistemas,"Buscamos un técnico superior de Automatizacion y Robotica para el área de Transporte y Defensa de la compañía.
Se requiere inglés B1 alto...robótica",,robótica,https://www.tecnoempleo.com/fp-automatizacion-robotica-industrial-madrid/robotica/rf-93e0n9f4221546a464qe
Junior Android,Indra Sistemas,- Buscamos perfiles con experiencia en Android con al menos 6 meses-  1año de experiencia para iniciarse en nuestros proyectos...android,,android,https://www.tecnoempleo.com/junior-android-madrid/android/rf-2184804ecu754e9b94qf
