titulo,tipo_puesto,tecnologias_x,jornada,es_remoto,link
Back-End Developer,Programador,"Ne,C#,SQL",Jornada completa,False,https://www.tecnoempleo.com/back-end-developer-aristocrat/net-c-sql-html/rf-6a7c1fee921dc3e58048
PySpark Developer,Big Data,"Pyho,PySpak,ETL",Jornada completa,False,https://www.tecnoempleo.com/pyspark-developer-axiom-software-solutions/python-pyspark-etl/rf-3f4e19f092aa73102a4b
Consultor SAP MM Senior,Consultor,"SAP,Haa",Jornada completa,False,https://www.tecnoempleo.com/consultor-sap-mm-senior-madrid/sap-hana/rf-2a28163cd27c5395a54e
Senior Developer Full Stack,Programador,"TypeScip,agula,java",Jornada completa,False,https://www.tecnoempleo.com/senior-developer-full-stack-axiom-software-solutio/typescript-angular-java/rf-eef916ba420d7304b44c
Fullstack Developer (Java-Angular),Programador,"Java,Spig,agula",Jornada completa,False,https://www.tecnoempleo.com/fullstack-developer-java-angular-hays/java-spring-angular/rf-0570176c82fd63da924c
Data Analyst - Power BI,Analista,PoweBI,Jornada completa,False,https://www.tecnoempleo.com/data-analyst-power-bi-page-personnel/power-bi/rf-dec0109fa28ea3503d43
ADOBE AEP,Diseno grafico,ADOBE,Jornada completa,False,https://www.tecnoempleo.com/adobe-aep-page-personnel/adobe/rf-de731cc3b2dc431d4d41
Senior CTERA Engineer-L3,TAcnico de Sistemas,"AWS,Azure",Jornada completa,False,https://www.tecnoempleo.com/senior-ctera-engineer-l3-axiom-software-solutions/aws-azure/rf-ed4017cea24ea3576f4c
PostgreSQL Developer,Base de Datos/DBA,"PosgeSQL,JSON",Jornada completa,False,https://www.tecnoempleo.com/postgresql-developer-axiom-software-solutions/postgresql-json/rf-ed281122829453a7924e
Software Developer,Programador,"Java,PL/SQL,C",Jornada completa,False,https://www.tecnoempleo.com/software-developer-oracle/java-pl-sql-c-c/rf-8a101d3b929ec366da4f
Lead Appian Developer,Programador,"Appia,SQL",Jornada completa,False,https://www.tecnoempleo.com/lead-appian-developer-axiom-software-solutions/appian-sql/rf-ecc9178e02ed23e0a449
DevOps Architect,DevOps,"CI/CD,AWS,Azure",Jornada completa,False,https://www.tecnoempleo.com/devops-architect-cognizant-technology-solutions/ci-cd-aws-azure/rf-5a591370121073df434c
Front End Angular Programmer,Programador,"Agula,Typescip,HTML",Jornada completa,True,https://www.tecnoempleo.com/front-end-angular-programmer-plexus/angular-typescript-html-javascript/rf-849d10b9e26333506e42
IT Consultant,Consultor,"SAP,AWS",Jornada completa,False,https://www.tecnoempleo.com/it-consultant-axiom-software-solutions/sap-aws/rf-997a119af2c4b3fd204b
Desarrollador de aplicaciones,Programador,"Pyho,Pyspak,ScalaSpak",Jornada completa,True,https://www.tecnoempleo.com/desarrollador-aplicaciones-sg-tech/python-pyspark-scalaspark/rf-12c91282224b23f6774e
Solution architect,Arquitecto TIC,"Azure,SQL,Pyho",Jornada completa,False,https://www.tecnoempleo.com/solution-architect-axiom-software-solutions/azure-sql-python/rf-fb6e1cc2d2f673c9ce45
Visualization Engineer,DevOps,"Spak,Scala,java",Jornada completa,False,https://www.tecnoempleo.com/visualization-engineer-axiom-software-solutions/spark-scala-java/rf-3eae1fdee27aa3d4c34f
AEM Developer,Programador,"Adobe,JavaScip,HTM",Jornada completa,False,https://www.tecnoempleo.com/aem-developer-axiom-software-solutions/adobe-javascript-htm/rf-662e164fa29483bec347
Tecnico ciberseguridad,Ciberseguridad,cibeseguidad,Jornada completa,False,https://www.tecnoempleo.com/tecnico-ciberseguridad-michael-page/ciberseguridad/rf-a13b19a812ef53833049
Project manager junior,Jefe de Proyecto,Pojecmaage,Jornada completa,False,https://www.tecnoempleo.com/project-manager-junior-hays/project-manager/rf-986b19bef2a9c336144d
Programador Full Stack,Programador,".e,Asp.Ne,agula",Jornada completa,False,https://www.tecnoempleo.com/programador-full-stack-trs-staffing-solutions/net-aspnet-angular-agile-mic/rf-c8ae10959203335d8e4c
Consultor/a de Negocio -SAP BRIM,Consultor,"sap,SAPBRIM",Jornada completa,False,https://www.tecnoempleo.com/consultor-negocio-sap-brim-arelance/sap-sap-brim/rf-cd4e1f4e22b783e18340
Senior Production Support,Consultor,"java,sql,jia",Jornada completa,False,https://www.tecnoempleo.com/senior-production-support-axiom-software-solutions/java-sql-jira-data-agil/rf-a53d1b0e022ce3b17c40
Desarrollador de Shopify Themes,Desarrollador Web,"Shopify,Liquid,JavaScip",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-shopify-themes-peanut-butter/shopify-liquid-javascript-css/rf-6dd6116ad262f3442f4f
Desarrollador/a Backend Developer,Analista Programador,"Java,SpigBoo",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-backend-developer-hibrido/java-springboot/rf-f4661f3e42c4132ef24b
Leader Plataforma Gobierno IT,Técnico de Sistemas,"AXON,EepiseDataCaalog",Jornada completa,False,https://www.tecnoempleo.com/leader-plataforma-gobierno-it-krell-consulting-tra/axon-enterprise-data-ca/rf-3f5219f582708324ac46
Graduate Program: Python Engineer,Big Data,"sql,pyho",Jornada completa,False,https://www.tecnoempleo.com/graduate-program-python-engineer-revolut/sql-python/rf-e8be1a6d82ede3ab1749
Data Engineer (Snowflake),Big Data,"Sowflake,Pyho",Jornada completa,True,https://www.tecnoempleo.com/data-engineer-snowflake-krell-consulting-training/snowflake-python/rf-b08b1de9a2e46314424b
Responsable proyectos ATM/CNS,Redes,"edes,ATM",Jornada completa,False,https://www.tecnoempleo.com/responsable-proyectos-atm-cns-krell-consulting-tra/redes-atm/rf-af2d13a9526c73c9144b
Graduate: Product Owner (Technical),Responsable de Producto,PoducOwe,Jornada completa,True,https://www.tecnoempleo.com/graduate-product-owner-technical-revolut/product-owner/rf-87c31eb6821ed398b549
Programador (Angular/ Java) Ingles,Programador,"Java,Agula",Jornada completa,False,https://www.tecnoempleo.com/programador-angular-java-ingles-krell-consulting-t/java-angular/rf-2e2f158df2b7538e1f46
Ingeniero de software de Java EE,Desarrollador Web,"java,javascip,agula",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-software-java-ee-krell-consulting-traini/java-javascript-angular/rf-b7b51d0cd2d7935a6944
Ingeniero Integracion SW,Técnico de Sistemas,"Docker,Kubernetes,RedHa",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-integracion-sw-grupo-digital/docker-kubernetes-redhat/rf-294a17d462e593e72049
Android Engineer,Desarrollador Movil,"Koli,Adoid",Jornada completa,True,https://www.tecnoempleo.com/android-engineer-welltech/kotlin-android/rf-b8e4197a5215a379f54b
Ingeniero/a ciberseguridad Cloud,Ciberseguridad,cibeseguidad,Jornada completa,False,https://www.tecnoempleo.com/ingeniero-ciberseguridad-cloud-madrid/ciberseguridad/rf-9ce314e6a257c3407442
Software Development Manager,Programador,"adoid,SDK",Jornada completa,False,https://www.tecnoempleo.com/software-development-manager-amazon/android-sdk/rf-81831440a294330b4e45
Analista de Ciberseguridad,Ciberseguridad,"Cibeseguidad,SIEM,Widows",Jornada completa,True,https://www.tecnoempleo.com/analista-ciberseguridad-akkodis/ciberseguridad-siem-windows-unix/rf-1480123ae22ec3ede941
Senior Java Software Developer,Programador,"java,spig",Jornada completa,True,https://www.tecnoempleo.com/senior-java-software-developer-plexus/java-spring/rf-2bf413a422e873819149
iOS Engineer,Desarrollador Movil,"Swif,iOS,RxSwif",Jornada completa,False,https://www.tecnoempleo.com/ios-engineer-wallapop/swift-ios-rxswift-swiftui/rf-a8751bf172f4438dcc4b
Responsable Desarrollo Software,Jefe de Equipo,"Java,Spig,API",Jornada completa,False,https://www.tecnoempleo.com/responsable-desarrollo-software-michael-page/java-spring-api/rf-0d021da3620e0352f94f
IT Support Analyst (English),Soporte Tecnico,"sopoe,micoifomaica",Jornada completa,False,https://www.tecnoempleo.com/it-support-analyst-english-akkodis/soporte-microinformatica/rf-f92812c3c2e6535f9445
IT Program Manager,Jefe de Proyecto,PogamMaage,Jornada completa,False,https://www.tecnoempleo.com/it-program-manager-bnp-paribas/program-manager/rf-35311b9ce23533627848
Network Deploy Technician,Redes,"CCNA,cisco",Jornada completa,False,https://www.tecnoempleo.com/network-deploy-technician-amazon/ccna-cisco/rf-4fc016d8c267d3844449
Ingeniero/a de SW para IMA,Programador,"C,APEX",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-sw-para-ima-madrid/c-apex/rf-8b961643f21533bbd747
Desarrollador Java,Programador,"java,spig,Kafka",Jornada completa,True,https://www.tecnoempleo.com/desarrollador-java-akkodis/java-spring-kafka/rf-6a951c44a29e232a2340
Data Scientist,Big Data,"Pyho,pySpak",Jornada completa,False,https://www.tecnoempleo.com/data-scientist-akkodis/python-pyspark/rf-d1fa1bd0725c337bc74f
Data Engineer - Big Data,Big Data,"Databicks,Spak,Scala",Jornada completa,True,https://www.tecnoempleo.com/data-engineer-big-data-akkodis/databricks-spark-scala/rf-cb90142e227e3389d748
Programador SAP-ABAP,Programador,"SAP,ABAP",Jornada completa,False,https://www.tecnoempleo.com/programador-sap-abap-michael-page/sap-abap/rf-4d851f3df24e13d8474e
Desarrollador Java,Programador,"java,spig",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-java-akkodis/java-spring/rf-0ac21fb9421933dc3346
Desarrollador Magento BackEnd,Programador,Mageo,Jornada completa,True,https://www.tecnoempleo.com/desarrollador-magento-backend-michael-page/magento/rf-71421dab12acb3760547
Senior Software Engineer,DevOps,"Go,java,Pyho",Jornada completa,False,https://www.tecnoempleo.com/senior-software-engineer-datadog/go-java-python-kafka-redis-cassandra/rf-0c2816a7724da366be42
Data Science Manager,Big Data,"pyho,R,SQL",Jornada completa,False,https://www.tecnoempleo.com/data-science-manager-wallapop/python-r-sql/rf-19741a73221363dd9048
IT Program Manager,Jefe de Proyecto,PogamMaage,Jornada completa,False,https://www.tecnoempleo.com/it-program-manager-bnp-paribas/program-manager/rf-d7711df3b27cd3d4924f
Lead Data Analyst,Big Data,"Pyho,R,SQL",Jornada completa,False,https://www.tecnoempleo.com/lead-data-analyst-tangelo-games/python-r-sql/rf-bdc918a442bc3313c041
Agile Coach,Jefe de Equipo,agile,Jornada completa,False,https://www.tecnoempleo.com/agile-coach-bnp-paribas/agile/rf-7782187882b453f67242
Software Development - Amazon Device OS,Programador,"C,Rus,java",Jornada completa,False,https://www.tecnoempleo.com/software-development-amazon-device-os-amazon/c-rust-java-sdk/rf-72d21c24f230f3664046
Junior Software Development Engineer,Programador,"java,Pyho,C",Jornada completa,False,https://www.tecnoempleo.com/junior-software-development-engineer-amazon/java-python-c/rf-3d6910c572d8e3ead145
Programa Step Up! Beca Ciberseguridad,Ciberseguridad,Cibeseguidad,Jornada completa,False,https://www.tecnoempleo.com/programa-step-up-beca-ciberseguridad-aegon-nv/ciberseguridad/rf-103a1bbd922bf33b6846
Programa Step Up! Beca Arquitectura API,Programador,"API,AWS",Jornada completa,False,https://www.tecnoempleo.com/programa-step-up-beca-arquitectura-api-aegon-nv/api-aws/rf-3b4712fa223b83cb1047
Desarrollador APIS y microservicios,Programador,"Java,Spig,API",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-apis-microservicios-aegon-nv/java-spring-api-microservicios/rf-bf3017408250f3fb6447
Desarrollador SISnet,Programador,"SISe,java",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-sisnet-aegon-nv/sisnet-java/rf-13121f746216b32d414f
Data Scientist,Big Data,"Pyho,SQL,AWS",Jornada completa,False,https://www.tecnoempleo.com/data-scientist-aegon-nv/python-sql-aws/rf-5bc712adf25503d77a45
Programa Step Up! Beca Ciberseguridad,Ciberseguridad,Cibeseguidad,Jornada completa,False,https://www.tecnoempleo.com/programa-step-up-beca-ciberseguridad-aegon-nv/ciberseguridad/rf-87f11a7e22a36301d447
Senior iOS Developer,Desarrollador Movil,"Swif,iOS",Jornada completa,False,https://www.tecnoempleo.com/senior-ios-developer-santander/swift-ios/rf-59ec18c332ca63fef745
Java Software Engineer - SDS Global Cards,Programador,"java,micosevicios",Jornada completa,False,https://www.tecnoempleo.com/java-software-engineer-sds-global-cards-santander/java-microservicios/rf-e9c21b7c32f0030df04f
Programa Step Up! Beca Datos,Big Data,daa,Jornada completa,False,https://www.tecnoempleo.com/programa-step-up-beca-datos-aegon-nv/data/rf-c72718c6d28c939f1442
Big Data Team Lead - Datalake,Big Data,"Spak,Scala,AWS",Jornada completa,False,https://www.tecnoempleo.com/big-data-team-lead-datalake-santander/spark-scala-aws/rf-07b312d3621b63c0b641
Senior Java Software Engineer,Programador,"java,spig",Jornada completa,False,https://www.tecnoempleo.com/senior-java-software-engineer-santander/java-spring/rf-16db1badf26423754a41
Cyber Threat Intelligence Analyst,Ciberseguridad,"Cibeseguidad,Widows,Uix",Jornada completa,False,https://www.tecnoempleo.com/cyber-threat-intelligence-analyst-santander/ciberseguridad-windows-unix/rf-070d1517028bc3e79d46
Programa Step Up! Beca Arquitectura API,Arquitecto TIC,"API,AWS",Jornada completa,False,https://www.tecnoempleo.com/programa-step-up-beca-arquitectura-api-aegon-nv/api-aws/rf-845711e0f269c38fc249
Beca Gobierno y Calidad de Datos,Big Data,"SQL,Pyho",Jornada completa,False,https://www.tecnoempleo.com/beca-gobierno-calidad-datos-aegon-nv/sql-python/rf-ace6134f12f973a0f745
Legal Specialist Data Protection,Consultor,GDPR,Jornada completa,False,https://www.tecnoempleo.com/legal-specialist-data-protection-bnp-paribas/gdpr/rf-369018a9b2e8638f134a
Especialista IT,Programador,"Java,Spig,Opeshif",Jornada completa,False,https://www.tecnoempleo.com/especialista-it-santander/java-spring-openshift-mongo/rf-e8b81529c241c3e9bb4d
APPIAN Senior Developer,Programador,"Appia,BPM",Jornada completa,False,https://www.tecnoempleo.com/appian-senior-developer-accenture/appian-bpm/rf-63f11edd523303eeff4f
A&A IT&Data Junior,Auditor,daa,Jornada completa,False,https://www.tecnoempleo.com/a-it-data-junior-deloitte/data/rf-220519512220033a7449
Arquitecto Devops,DevOps,"Gihub,Mave,Jekis",Jornada completa,False,https://www.tecnoempleo.com/arquitecto-devops-accenture/github-maven-jenkins-azure-devops/rf-dfed1616423673d2e04d
SAP EA-PS FM Consultant,Consultor,sap,Jornada completa,False,https://www.tecnoempleo.com/sap-ea-ps-fm-consultant-bizkaia/sap/rf-268a153fe24b33aa454b
Data Science Manager,Big Data,"Pyho,R",Jornada completa,False,https://www.tecnoempleo.com/data-science-manager-accenture/python-r/rf-6de3111b629953540e4d
Microservices Software Engineer,Programador,"java,micosevicios,spig",Jornada completa,False,https://www.tecnoempleo.com/microservices-software-engineer-accenture/java-microservicios-spring/rf-a1f813d6226cd3853f4e
SAP Analytics Sr Analyst/Consultant,Consultor,"sap,haa",Jornada completa,False,https://www.tecnoempleo.com/sap-analytics-sr-analyst-consultant-accenture/sap-hana/rf-064416fb3235d3847045
Consultor/a Ciberseguridad,Ciberseguridad,"Cibeseguidad,CISSP",Jornada completa,False,https://www.tecnoempleo.com/consultor-ciberseguridad-ey/ciberseguridad-cissp/rf-98e8138602a4232a8245
SAP Ariba Technology Consultant,Consultor,SAPAiba,Jornada completa,False,https://www.tecnoempleo.com/sap-ariba-technology-consultant-accenture/sap-ariba/rf-af5a1adf621c33acf644
Senior Consultant Big Data Spark,Big Data,"Spak,Scala,Hive",Jornada completa,False,https://www.tecnoempleo.com/senior-consultant-big-data-spark-accenture/spark-scala-hive-kafka/rf-71d61caa72d4e3b8444a
Senior Data Engineer,Big Data,"PySpak,SpakSQL,Pyho",Jornada completa,False,https://www.tecnoempleo.com/senior-data-engineer-deloitte/pyspark-sparksql-python-etl/rf-06f81856b2ba4319d94e
Ingeniero/a Ciberseguridad SOC L2/L3,Ciberseguridad,"Cibeseguidad,CISM,CISSP",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-ciberseguridad-soc-l2-l3-ey/ciberseguridad-cism-cissp-oscp/rf-65821c14e243535ade43
Desarrollador senior - IA Generativa,Inteligencia Artificial/Machine Learning,"TesoFlow,PyToch,NLP",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-senior-ia-generativa-accenture/tensorflow-pytorch-nlp/rf-b33f121d42fcc3ab374a
Java Backend Developers,Programador,"java,SQL,Oacle",Jornada completa,False,https://www.tecnoempleo.com/java-backend-developers-accenture/java-sql-oracle-mysql/rf-50d1135962df23a3a943
SAP QM Consultant,Consultor,"SAP,SAPQM",Jornada completa,False,https://www.tecnoempleo.com/sap-qm-consultant-accenture/sap-sap-qm/rf-348e1d7a12fbb3c87e44
Technology Cloud Architect,Arquitecto TIC,"AWS,Azure,GoogleCloudPlafom",Jornada completa,False,https://www.tecnoempleo.com/technology-cloud-architect-accenture/aws-azure-google-cloud-platform/rf-e086188832529358b847
Java Backend Developers Analyst,Programador,"java,Spig,Hibeae",Jornada completa,False,https://www.tecnoempleo.com/java-backend-developers-analyst-accenture/java-spring-hibernate-vaadin/rf-9f5a1a0bb2d9f33cf449
SAP Treasury and Risk Consultant,Consultor,SAP,Jornada completa,False,https://www.tecnoempleo.com/sap-treasury-and-risk-consultant-accenture/sap/rf-9e521b9622bf0330d04a
SAP MDG Consultant,Consultor,SAP,Jornada completa,False,https://www.tecnoempleo.com/sap-mdg-consultant-accenture/sap/rf-504b15da72b9e33e5a49
Mainframe Architect,Arquitecto TIC,"Maifame,Db2",Jornada completa,False,https://www.tecnoempleo.com/mainframe-architect-accenture/mainframe-db2/rf-07e31af77281e3d2fa40
SAP IBP Planning Consultant,Consultor,"sap,haa",Jornada completa,False,https://www.tecnoempleo.com/sap-ibp-planning-consultant-barcelona/sap-hana/rf-99b318b9f2a653863f46
Technnical Consultant SAP BTP,Consultor,"SAP,SAPBTP",Jornada completa,True,https://www.tecnoempleo.com/technnical-consultant-sap-btp-accenture/sap-sap-btp/rf-27c91ae9b2f8b39dc448
SAP Life Sciences Consultant,Consultor,"SAP,Haa",Jornada completa,False,https://www.tecnoempleo.com/sap-life-sciences-consultant-accenture/sap-hana/rf-f1cb1a5452bb236b8843
SAP Consumer Goods Consultants,Consultor,"sap,haa",Jornada completa,False,https://www.tecnoempleo.com/sap-consumer-goods-consultants-madrid/sap-hana/rf-4c5d1cbeb2cd3309e64b
